episode mean_reward mean_delay mean_rate
0 7.592208686815659 43.59676753108759 0.9126033656962269
1 1.8165065576628041 34.04406821249928 0.894756998308994
2 1.0972669528999839 40.24709545350371 0.8671314436578875
3 1.3692410018644032 47.626306042453876 0.836521882677917
4 1.2143423942024245 43.03612957849585 0.8261918110710169
5 1.3472909421369375 38.96024134839282 0.8250092780399844
6 0.7622793549072286 35.73544343723121 0.8395518585793574
7 1.036045255417509 40.069511654176466 0.8406226109833462
8 1.059006263167427 40.374053467253475 0.8446761735692643
9 0.39436856610156656 44.251935531374805 0.8340751462397875
10 0.25420330986235995 43.18371892851545 0.827531578377053
11 0.1100498150074443 41.986556274034406 0.8253024501649967
12 -0.1993944794664809 44.16718660650951 0.83338814293308
13 -0.19402242802763414 47.400429114049636 0.8328293499036127
14 0.007314668955090534 49.036502877270145 0.8268771673734517
15 0.127435834887231 49.23634038602695 0.8338052197232413
16 0.16637458580693235 52.04774484871268 0.828769689597481
17 0.17306678776457807 52.22915104587077 0.8224892928831078
18 -0.6241066016006237 52.745622548693014 0.8240503258191273
19 -0.5698006564438954 51.38786258955504 0.8281003632183739
20 -1.14760453749014 51.88770667886905 0.8286378375253266
21 -1.376777282426758 54.04299936388402 0.8254580830492654
22 -1.2365335279391232 54.37371071571128 0.8262873332662266
23 -1.025146861747844 52.55500312275333 0.8236693345203051
24 -0.8175478408487504 52.70374178544438 0.8209396406388817
25 -0.7582816888697662 54.27056337900728 0.822134753595681
26 -0.5500222143413693 52.70257703971324 0.819880291335137
27 -0.647117646768215 51.949947032215114 0.8161149766872792
28 -0.4932108507021342 51.19319318508928 0.8204632887124037
29 -0.4573068445810572 50.435722624054414 0.8201944020418365
30 -0.5143599568771455 49.72012170711087 0.818076567811675
31 -0.5106645981560896 50.48584892212292 0.8175776658782719
32 -0.595368966051822 51.31330371772921 0.8162671764087203
33 -0.4600407400438839 50.1171872921608 0.8131641937633128
34 -0.3683622161403242 50.57560928749805 0.8168828743991369
35 -0.49737987611663825 51.62163088647736 0.8190617650797258
36 -0.660834324088453 50.87242912921436 0.8185096000993015
37 -0.5827030128057291 51.35313987939166 0.8198965902086502
38 -0.6442296209092477 51.32802185418958 0.8172147362243792
39 -0.6972014711172764 50.85529864369122 0.8172249870821007
40 -0.6175197421273233 51.443342186093396 0.8175627886563609
41 -0.576723316315376 50.647749463779164 0.8160742757683979
42 -0.5254392548499853 50.39974127901264 0.8156355838004647
43 -0.5589530826788354 49.49520576854488 0.8171906006843671
44 -0.5013554857915566 49.10259367333757 0.8150461932139731
45 -0.5591212328745382 49.09089868675071 0.8143733620221959
46 -0.5520477576357621 49.58048265773218 0.8169347439152376
47 -0.44653368495023377 50.28069328851385 0.8196191116241595
48 -0.3592739391458471 51.26374103341101 0.8185352370743554
49 -0.5032932262704363 51.54914714553307 0.8179312169635169
50 -0.6813601851884233 52.44245908349847 0.8170098445004116
51 -0.6234578416737927 52.79880515306495 0.8174615708087204
52 -0.5945432045096923 53.18406804731745 0.8182685584842205
53 -0.5860069113292098 53.58175036727207 0.8162829426233537
54 -0.5429935490055727 54.15627425770386 0.8173042430956177
55 -0.4731089799257699 54.16535254935804 0.8152249122595352
56 -0.5421563072928688 54.44627793122789 0.8139057078247576
57 -0.5453741362840474 55.045141504585274 0.8120350798348056
58 -0.683253145481561 54.341046020752785 0.8128955589604229
59 -0.6553505064603193 54.61205156237823 0.8116553523100514
60 -0.7986778246572885 54.876674081924975 0.8108254713767858
61 -0.7393199584003388 54.68422473870689 0.8122731518680054
62 -0.6461321386578883 55.39553638582754 0.8130523347260048
63 -0.6550824850867145 55.55909781677623 0.8141866018171182
64 -0.7223454148392537 55.47334548166903 0.8161959165631973
65 -0.7389506390568724 55.43369060371606 0.8153769775604269
66 -0.7553720769870412 55.052918522828485 0.8170815034906878
67 -0.7447291658638789 54.61634453801175 0.8158237352418594
68 -0.724291463987498 54.99040973668571 0.8171558337171666
69 -0.7822194641610756 55.252096256930045 0.8185627788780805
70 -0.7583368895006192 55.41090876119355 0.8169169665447992
71 -0.7025209118991279 55.48272370133614 0.8154595712514584
72 -0.6381128889831106 55.77927820750577 0.814075757863453
73 -0.6639513204848687 55.613179155647664 0.8153284985547498
74 -0.6655006158303844 56.16000365320849 0.8141709455521654
75 -0.6720467459656673 55.75649032420846 0.8129079738691268
76 -0.5604607194091275 55.80313910240008 0.8123636964509723
77 -0.5690837467995722 55.983801808373734 0.8125941041595797
78 -0.5503491704330371 56.19681674211097 0.8121092318576167
79 -0.6754191359585187 56.322220516446826 0.8138270764499328
80 -0.6143037218411898 55.808681093273975 0.8125299675648744
81 -0.6005636177063505 56.31330619399181 0.8124136861189203
82 -0.516352401220786 56.52780041495395 0.8126432059827168
83 -0.5121233853489913 56.106931423225 0.8125056318267768
84 -0.4822738693295336 56.16719361825401 0.8120454364233203
85 -0.48234306423294304 55.90410883589196 0.8130317164215988
86 -0.5005123496741734 56.21985094680418 0.812655325829543
87 -0.4967292721118372 56.15943544751103 0.8118915042553958
88 -0.48277235763547316 56.645597621529 0.8131957193157286
89 -0.4624659153014743 56.21616312992883 0.8134845571718352
90 -0.49803169535616076 55.91164224027825 0.8145844556880678
91 -0.5183046942838739 55.8074994442123 0.8139028150301406
92 -0.501087764629745 56.001588994185056 0.8130451935024211
93 -0.4777335327609849 56.10449224374769 0.8133596294023996
94 -0.3962578945123266 56.39210336661381 0.8144696328381326
95 -0.38720510733114644 56.235543852438646 0.8148716830266052
96 -0.3388631259062688 55.81833956871595 0.8160055362993177
97 -0.3516473955917737 55.62516367620498 0.8162843322435951
98 -0.3008413455559401 55.932120360388424 0.8165127893043502
99 -0.34213567960818253 56.15553306274355 0.8155624545483922
100 -0.3736475740773204 56.0043159291905 0.8149624242336537
101 -0.2868433396169102 56.363568870580494 0.8153905373086394
102 -0.20271963214454367 56.72415481845259 0.816434951988239
103 -0.2483626227386681 56.40013156214019 0.8163759662965622
104 -0.30572605147330095 56.98551658204736 0.8171757822640022
105 -0.32142633510596164 57.60682873994001 0.8179519556826764
106 -0.24426649156021124 57.74711186330797 0.8171345318492945
107 -0.2905282059444082 57.83318344249993 0.8175772497088132
108 -0.34472435248378197 58.23702212903961 0.816693478491446
109 -0.3011492116510542 57.62696909412718 0.8185091161861809
110 -0.3515132806108825 58.24724588861297 0.8198839173246703
111 -0.36765211305730267 58.17098359741385 0.8203299421426685
112 -0.33831140171248186 57.65849025640201 0.8183629078822939
113 -0.33106487132560886 57.25228759244569 0.8189557730766583
114 -0.32203375309380233 57.380300104649066 0.8194183976827586
115 -0.37498135249836034 57.55797638106232 0.8177951634488568
116 -0.42468516978525545 57.18319516870035 0.8182433727862469
117 -0.44721017206445735 57.30221810538476 0.8200805469626467
118 -0.24627516509058345 56.80094929209999 0.8190572662680147
119 -0.20410009512008565 56.76763070413172 0.8174187990216163
120 -0.08550767460531813 57.0002157078575 0.8163106887524934
121 -0.016982439507240217 56.70894426787267 0.8161061438167438
122 -0.05760822911720899 56.361706029839546 0.8156722611485379
123 -0.0017621974930017359 57.12681444486938 0.8152763347517346
124 -0.06977600211670032 57.291189409397546 0.815007171800053
125 -0.11753228706193226 56.687710138453255 0.8137478538182225
126 -0.11640350921228673 57.08616258021302 0.8140975690180612
127 -0.15181535507041438 57.54006823690865 0.8158621676971458
128 -0.08678914847863811 57.66738962530849 0.8142102171714692
129 -0.07764980470679288 57.758769201274035 0.81332011643189
130 0.012229647611055156 57.732177781677485 0.8129410983683324
131 0.054997896914170445 57.76943827655833 0.8135752467173926
