episode mean_reward mean_delay mean_rate
0 3.717399478003559 89.2955899841118 0.853143313931374
1 1.03027740743198 89.5316433026185 0.8778364367504465
2 1.2325509719353993 83.32612469484961 0.8234969584546192
3 0.7098398895384921 86.30535257838547 0.7940848957060944
4 0.7012157841434752 71.33202248519348 0.7778367369194059
5 1.6992506568232664 64.98864221791611 0.8021680045900997
6 1.4258797790732523 68.84898827790016 0.8014659049924113
7 1.3943397973624698 66.01175028021784 0.8176945978832632
8 1.3742150743787516 69.00794623632773 0.8169245212289672
9 1.0118429055165987 67.46013747495947 0.8094583468216031
10 1.3381640849480396 63.87234721863288 0.80860127595814
11 1.3708447416991378 65.36636827678761 0.8185084066462701
12 0.6318928284067 61.27741922358494 0.8111994535455354
13 0.7852986257180173 63.95907095088158 0.8080992900656562
14 0.9138167418605024 64.24276398784716 0.8162288479218491
15 1.0418154598647855 65.34800501242536 0.8221775572687957
16 0.9918219737467394 64.74466254377474 0.8151789706447585
17 0.6520954162910644 64.48274084583294 0.8214907016337709
18 0.5221589044570573 61.95051068563402 0.823302553419467
19 0.35026099470572836 62.74919772515525 0.8185514296182562
20 0.1633061664541359 62.11609796951674 0.8229744382650178
21 0.20878293521268046 62.87137262592638 0.8238280747393669
22 0.061358881876865404 63.80072972421459 0.822701765666059
23 0.2676085673676332 65.22939964042013 0.8267714400445104
24 0.6000805250015708 63.29844859838036 0.8282415682618556
25 0.5929386877492424 62.83070667395842 0.8272260218897914
26 0.38441944478843737 62.372474803875605 0.8307083174845828
27 0.10738985757341897 61.6817586877765 0.8316198949996233
28 -0.18889198734539892 61.278102211257924 0.8344589701930073
29 -0.025691562238074065 61.861572999619284 0.8358509950644627
30 0.006094625999831213 60.737226979704225 0.8317976905770659
31 0.20311733188060027 60.48142754834217 0.8328200577866399
32 0.2838826809396233 59.3965471674908 0.8303405862724436
33 0.3657986071408519 58.35589456736054 0.8317052813209018
34 0.41049093409542264 57.75250470558932 0.8320026038161182
35 0.5096281879460883 56.977313964461196 0.8294972363333059
36 0.5111339265740061 57.09821094322093 0.8296316589195757
37 0.4018708342648234 57.115056398739156 0.8299100312473878
38 0.4256149480498229 56.662719455307034 0.832257818755077
39 0.49528285479173784 55.529106927497835 0.8301664068123099
40 0.5852187954087529 54.75035539914635 0.8302925304826511
41 0.5512818712457394 54.11021707630422 0.8283193030682598
42 0.4064288361209494 53.452276908926535 0.825405592782576
43 0.2714879961839338 52.78815556227533 0.8269870755868127
44 0.13903274578262753 53.729795780307754 0.8286555858939959
45 0.20686704432574113 53.58354409239205 0.8312713686655924
46 0.280442797694225 54.52919900432267 0.8296018187593728
47 0.39522723080359873 54.58068620921906 0.8300301409972787
48 0.33298054139348543 55.05093621949396 0.8282996345897363
49 0.1988715632457219 55.189125352358644 0.8267656692976207
50 0.1478760093168379 55.01040448470513 0.8259748204782058
51 0.13540984054111035 55.4405211883033 0.8263827928815102
52 0.28052430999531464 56.21957244484234 0.8255425300101743
53 0.24687901081826188 56.47447761179466 0.8276741036362222
54 0.1815758389483839 57.22407585471835 0.8279003081659986
55 0.1537941739104395 56.916662798231926 0.8264449589538827
56 0.06460702263734688 57.42623484686911 0.8257504950694464
57 0.08735867916219821 56.96031477108207 0.8253321295092084
58 -0.007187502947675742 57.47666350577317 0.8264782610084909
59 -0.11116142508991432 57.31092532981662 0.8256273930028766
60 0.06739166240368977 57.41504827805871 0.8238506155896694
61 0.06944859179427446 57.90676309188044 0.8239013245189465
62 0.10957895350977438 58.44871636309981 0.8241875341107244
63 0.10928750432643453 58.811736617075866 0.8235027095261434
64 0.10298720218857915 58.57490548771337 0.8231928806107027
65 -0.04317936531019215 58.46883997652836 0.8246082639810987
66 0.046097422372364354 58.59440162621612 0.8250035049690247
67 -0.06596334196531804 58.76807420546401 0.8241681802817491
68 0.04894993011268744 58.41234670411536 0.8230626045130655
69 0.0019078900828887412 58.29044125109306 0.8232417190945424
70 -0.09702616907523208 58.3073150484886 0.8237129952902009
71 -0.14206389003071573 58.22605849546051 0.8226228523547644
72 -0.12137017061453421 57.82254511432994 0.8212952216371405
73 -0.11815496503796079 57.46764896247 0.8203346333820608
74 -0.062248308774132365 57.53685270246518 0.8204471881218507
75 -0.04450582239483662 57.926568326917625 0.8189804700494994
76 0.027002826133583638 57.74465484012323 0.8196809825880215
77 -0.04465531090782839 57.23398166802217 0.8203091249459299
78 -0.02335643645745755 57.21815698673369 0.8214134207713911
79 -0.06464599431780686 57.12712860281806 0.8206792936343671
